"concept_id","concept_code","vocabulary_id","codeset","concept_name"
43693406,"OMOP951233","Dopamine 5 MG/ML Injection [Dopamin Fresenius] Box of 10","pressors","Dopamine 5 MG/ML Injection [Dopamin Fresenius] Box of 10"
43693861,"OMOP959011","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln]","pressors","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln]"
43693862,"OMOP959014","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 20","pressors","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 20"
43693863,"OMOP959021","Dobutamine 11.2 MG/ML Injectable Solution Box of 2","pressors","Dobutamine 11.2 MG/ML Injectable Solution Box of 2"
43693864,"OMOP959025","Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10","pressors","Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10"
43693865,"OMOP959038","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 10","pressors","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 10"
43694996,"OMOP671730","Milrinone 1 MG/ML Injection [Milrinon Stragen] Box of 10","pressors","Milrinone 1 MG/ML Injection [Milrinon Stragen] Box of 10"
43694997,"OMOP671732","Milrinone 1 MG/ML Injection [Unacor] Box of 10","pressors","Milrinone 1 MG/ML Injection [Unacor] Box of 10"
43699170,"OMOP760815","3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] by Carinopharm","pressors","3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] by Carinopharm"
43700346,"OMOP785151","10 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] Box of 10 by Stragen","pressors","10 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] Box of 10 by Stragen"
43700347,"OMOP785163","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] by Sanofi","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] by Sanofi"
43700903,"OMOP796555","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 50 by Hameln","pressors","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 50 by Hameln"
43700938,"OMOP797738","20 ML Milrinone 1 MG/ML Injection [Milrinon Stragen]","pressors","20 ML Milrinone 1 MG/ML Injection [Milrinon Stragen]"
43701831,"OMOP814228","50 ML Dopamine 10 MG/ML Injection Box of 10","pressors","50 ML Dopamine 10 MG/ML Injection Box of 10"
43701850,"OMOP814788","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 10","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 10"
43711324,"OMOP951204","Dopamine 20 MG/ML [Dopamin Carino]","pressors","Dopamine 20 MG/ML [Dopamin Carino]"
43711752,"OMOP958998","Dobutamine 0.528 MG/MG Injectable Solution [Dobutamin-Ratiopharm]","pressors","Dobutamine 0.528 MG/MG Injectable Solution [Dobutamin-Ratiopharm]"
43711753,"OMOP959034","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius]","pressors","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius]"
43712831,"OMOP671715","Milrinone 1 MG/ML [Corotrop]","pressors","Milrinone 1 MG/ML [Corotrop]"
43712832,"OMOP671716","Milrinone 1 MG/ML [Unacor]","pressors","Milrinone 1 MG/ML [Unacor]"
43716081,"OMOP733369","1 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] by Hameln","pressors","1 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] by Hameln"
43716915,"OMOP760811","3 ML Dopamine 5 MG/ML Injection","pressors","3 ML Dopamine 5 MG/ML Injection"
43717243,"OMOP768638","5 ML Dopamine 10 MG/ML Injection Box of 6","pressors","5 ML Dopamine 10 MG/ML Injection Box of 6"
43717990,"OMOP783201","10 ML Dopamine 20 MG/ML Injection","pressors","10 ML Dopamine 20 MG/ML Injection"
43718002,"OMOP783695","10 ML Dobutamine 28 MG/ML Injectable Solution [Dobutamin Hexal]","pressors","10 ML Dobutamine 28 MG/ML Injectable Solution [Dobutamin Hexal]"
43718066,"OMOP785131","10 ML Milrinone 1 MG/ML Injectable Solution Box of 25","pressors","10 ML Milrinone 1 MG/ML Injectable Solution Box of 25"
43718067,"OMOP785140","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 25 by Claris","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 25 by Claris"
43718596,"OMOP796553","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 20 by Hameln","pressors","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 20 by Hameln"
43718633,"OMOP797737","20 ML Milrinone 1 MG/ML Injection Box of 10","pressors","20 ML Milrinone 1 MG/ML Injection Box of 10"
43719505,"OMOP814784","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 2 by Carinopharm","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 2 by Carinopharm"
43719506,"OMOP814786","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 10 by Carinopharm","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 10 by Carinopharm"
43723256,"OMOP864039","530 MG Dobutamine 0.528 MG/MG Injectable Solution [Dobutamin-Ratiopharm] by Ratiopharm","pressors","530 MG Dobutamine 0.528 MG/MG Injectable Solution [Dobutamin-Ratiopharm] by Ratiopharm"
43729269,"OMOP951207","Dopamine 20 MG/ML Injection Box of 5","pressors","Dopamine 20 MG/ML Injection Box of 5"
43729270,"OMOP951214","Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 20","pressors","Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 20"
43729730,"OMOP959015","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 50","pressors","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 50"
43734332,"OMOP736404","1 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] by Stragen","pressors","1 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] by Stragen"
43734333,"OMOP736406","1 ML Milrinone 1 MG/ML Injection [Unacor] by Pharmaselect","pressors","1 ML Milrinone 1 MG/ML Injection [Unacor] by Pharmaselect"
43735463,"OMOP768637","5 ML Dopamine 10 MG/ML Injection Box of 5","pressors","5 ML Dopamine 10 MG/ML Injection Box of 5"
43736150,"OMOP783205","10 ML Dopamine 20 MG/ML Injection Box of 10","pressors","10 ML Dopamine 20 MG/ML Injection Box of 10"
43736151,"OMOP783208","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] by Carinopharm","pressors","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] by Carinopharm"
43736152,"OMOP783216","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 20","pressors","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 20"
43736230,"OMOP785152","10 ML Milrinone 1 MG/ML Injection [Unacor]","pressors","10 ML Milrinone 1 MG/ML Injection [Unacor]"
43736231,"OMOP785164","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 5","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 5"
43736733,"OMOP796547","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln]","pressors","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln]"
43736763,"OMOP797745","20 ML Milrinone 1 MG/ML Injection [Unacor] Box of 10 by Pharmaselect","pressors","20 ML Milrinone 1 MG/ML Injection [Unacor] Box of 10 by Pharmaselect"
43737656,"OMOP814767","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10"
43737657,"OMOP814795","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] by Carinopharm","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] by Carinopharm"
43741388,"OMOP864038","530 MG Dobutamine 0.528 MG/MG Injectable Solution [Dobutamin-Ratiopharm]","pressors","530 MG Dobutamine 0.528 MG/MG Injectable Solution [Dobutamin-Ratiopharm]"
43747668,"OMOP958989","Dobutamine Injectable Solution [Dobutamin Carino]","pressors","Dobutamine Injectable Solution [Dobutamin Carino]"
43747669,"OMOP958991","Dobutamine Injection [Dobutamin Hameln]","pressors","Dobutamine Injection [Dobutamin Hameln]"
43747670,"OMOP959002","Dobutamine 14 MG/ML Injection Box of 50","pressors","Dobutamine 14 MG/ML Injection Box of 50"
43747671,"OMOP959010","Dobutamine 5.6 MG/ML Injectable Solution Box of 50","pressors","Dobutamine 5.6 MG/ML Injectable Solution Box of 50"
43748769,"OMOP671737","Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 5","pressors","Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 5"
43748770,"OMOP671738","Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 10","pressors","Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 10"
43752073,"OMOP733367","1 ML Dobutamine 14 MG/ML Injection","pressors","1 ML Dobutamine 14 MG/ML Injection"
43753266,"OMOP768640","5 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius]","pressors","5 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius]"
43754022,"OMOP783207","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino]","pressors","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino]"
43754023,"OMOP783213","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 10","pressors","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 10"
43755608,"OMOP814237","50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius] Box of 10","pressors","50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius] Box of 10"
43755609,"OMOP814240","50 ML Dopamine 5 MG/ML Injection [Dopamin Carino] by Carinopharm","pressors","50 ML Dopamine 5 MG/ML Injection [Dopamin Carino] by Carinopharm"
43755622,"OMOP814799","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 10 by Carinopharm","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 10 by Carinopharm"
43765163,"OMOP951216","Dopamine 10 MG/ML [Dopamin Fresenius]","pressors","Dopamine 10 MG/ML [Dopamin Fresenius]"
43765164,"OMOP951235","Dopamine 5 MG/ML Injection [Dopamin Carino]","pressors","Dopamine 5 MG/ML Injection [Dopamin Carino]"
43765629,"OMOP958988","Dobutamine Injectable Solution [Dobutamin Liquid Fresenius]","pressors","Dobutamine Injectable Solution [Dobutamin Liquid Fresenius]"
43765630,"OMOP959009","Dobutamine 5.6 MG/ML Injectable Solution Box of 20","pressors","Dobutamine 5.6 MG/ML Injectable Solution Box of 20"
43765631,"OMOP959017","Dobutamine 28 MG/ML [Dobutamin Hexal]","pressors","Dobutamine 28 MG/ML [Dobutamin Hexal]"
43765632,"OMOP959018","Dobutamine 28 MG/ML Injectable Solution [Dobutamin Hexal]","pressors","Dobutamine 28 MG/ML Injectable Solution [Dobutamin Hexal]"
43765633,"OMOP959019","Dobutamine 11.2 MG/ML [Dobutamin Liquid Fresenius]","pressors","Dobutamine 11.2 MG/ML [Dobutamin Liquid Fresenius]"
43765634,"OMOP959026","Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino]","pressors","Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino]"
43766782,"OMOP671729","Milrinone 1 MG/ML Injection [Milrinon Stragen]","pressors","Milrinone 1 MG/ML Injection [Milrinon Stragen]"
43771300,"OMOP768646","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] by Carinopharm","pressors","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] by Carinopharm"
43771301,"OMOP768650","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 6 by Carinopharm","pressors","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 6 by Carinopharm"
43773633,"OMOP814229","50 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius]","pressors","50 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius]"
43773634,"OMOP814232","50 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius] Box of 10 by Fresenius","pressors","50 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius] Box of 10 by Fresenius"
43783360,"OMOP951209","Dopamine 20 MG/ML Injection Box of 20","pressors","Dopamine 20 MG/ML Injection Box of 20"
43783361,"OMOP951213","Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 10","pressors","Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 10"
43783797,"OMOP959023","Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius]","pressors","Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius]"
43784878,"OMOP671703","Milrinone Injectable Solution [Milrinon Rotexmedica]","pressors","Milrinone Injectable Solution [Milrinon Rotexmedica]"
43784879,"OMOP671719","Milrinone 1 MG/ML Injectable Solution Box of 25","pressors","Milrinone 1 MG/ML Injectable Solution Box of 25"
43789889,"OMOP783212","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 5 by Carinopharm","pressors","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 5 by Carinopharm"
43789890,"OMOP783215","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 10 by Carinopharm","pressors","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 10 by Carinopharm"
43789975,"OMOP785132","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica]","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica]"
43789976,"OMOP785136","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10"
43789977,"OMOP785155","10 ML Milrinone 1 MG/ML Injection [Unacor] Box of 10 by Pharmaselect","pressors","10 ML Milrinone 1 MG/ML Injection [Unacor] Box of 10 by Pharmaselect"
43789978,"OMOP785165","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 5 by Sanofi","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 5 by Sanofi"
43790481,"OMOP796546","20 ML Dobutamine 14 MG/ML Injection Box of 50","pressors","20 ML Dobutamine 14 MG/ML Injection Box of 50"
43790482,"OMOP796550","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 5 by Hameln","pressors","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 5 by Hameln"
43790523,"OMOP797744","20 ML Milrinone 1 MG/ML Injection [Unacor] Box of 10","pressors","20 ML Milrinone 1 MG/ML Injection [Unacor] Box of 10"
43791402,"OMOP814236","50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius] by Fresenius","pressors","50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius] by Fresenius"
43791416,"OMOP814777","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] by Fresenius","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] by Fresenius"
43801195,"OMOP951197","Dopamine Injection [Dopamin Fresenius]","pressors","Dopamine Injection [Dopamin Fresenius]"
43801196,"OMOP951208","Dopamine 20 MG/ML Injection Box of 10","pressors","Dopamine 20 MG/ML Injection Box of 10"
43801643,"OMOP959013","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10","pressors","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10"
43801644,"OMOP959028","Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 10","pressors","Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 10"
43801645,"OMOP959032","Dobutamine 5.6 MG/ML Injectable Solution Box of 10","pressors","Dobutamine 5.6 MG/ML Injectable Solution Box of 10"
43802795,"OMOP671710","Milrinone 1 MG/ML [Milrinon Hikma]","pressors","Milrinone 1 MG/ML [Milrinon Hikma]"
43802796,"OMOP671717","Milrinone 1 MG/ML Injectable Solution Box of 5","pressors","Milrinone 1 MG/ML Injectable Solution Box of 5"
43802797,"OMOP671726","Milrinone 1 MG/ML Injectable Solution [Milrinon Carino]","pressors","Milrinone 1 MG/ML Injectable Solution [Milrinon Carino]"
43806887,"OMOP760812","3 ML Dopamine 5 MG/ML Injection Box of 2","pressors","3 ML Dopamine 5 MG/ML Injection Box of 2"
43806888,"OMOP760814","3 ML Dopamine 5 MG/ML Injection [Dopamin Carino]","pressors","3 ML Dopamine 5 MG/ML Injection [Dopamin Carino]"
43807227,"OMOP768633","5 ML Dopamine 40 MG/ML Injection [Dopamin Fresenius] by Fresenius","pressors","5 ML Dopamine 40 MG/ML Injection [Dopamin Fresenius] by Fresenius"
43807228,"OMOP768641","5 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius] by Fresenius","pressors","5 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius] by Fresenius"
43807998,"OMOP783210","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 2 by Carinopharm","pressors","10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 2 by Carinopharm"
43808098,"OMOP785130","10 ML Milrinone 1 MG/ML Injectable Solution Box of 10","pressors","10 ML Milrinone 1 MG/ML Injectable Solution Box of 10"
43808099,"OMOP785133","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] by Claris","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] by Claris"
43808100,"OMOP785166","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 10","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 10"
43808634,"OMOP796554","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 50","pressors","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 50"
43809593,"OMOP814768","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10 by Hameln","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10 by Hameln"
43809594,"OMOP814781","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] by Carinopharm","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] by Carinopharm"
43809595,"OMOP814797","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 2 by Carinopharm","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 2 by Carinopharm"
43819323,"OMOP951201","Dopamine 40 MG/ML [Dopamin Fresenius]","pressors","Dopamine 40 MG/ML [Dopamin Fresenius]"
43819324,"OMOP951227","Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 10","pressors","Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 10"
43819325,"OMOP951231","Dopamine 5 MG/ML Injection Box of 10","pressors","Dopamine 5 MG/ML Injection Box of 10"
43819773,"OMOP958993","Dobutamine Injectable Solution [Dobutamin-Ratiopharm]","pressors","Dobutamine Injectable Solution [Dobutamin-Ratiopharm]"
43819774,"OMOP958996","Dobutamine 0.528 MG/MG [Dobutamin-Ratiopharm]","pressors","Dobutamine 0.528 MG/MG [Dobutamin-Ratiopharm]"
43819775,"OMOP959008","Dobutamine 5.6 MG/ML Injectable Solution Box of 5","pressors","Dobutamine 5.6 MG/ML Injectable Solution Box of 5"
43819776,"OMOP959020","Dobutamine 11.2 MG/ML [Dobutamin Carino]","pressors","Dobutamine 11.2 MG/ML [Dobutamin Carino]"
43819777,"OMOP959030","Dobutamine 5.6 MG/ML [Dobutamin Carino]","pressors","Dobutamine 5.6 MG/ML [Dobutamin Carino]"
43820918,"OMOP671734","Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma]","pressors","Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma]"
43820919,"OMOP671735","Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] Box of 10","pressors","Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] Box of 10"
43824151,"OMOP733370","1 ML Dobutamine 5.6 MG/ML Injectable Solution","pressors","1 ML Dobutamine 5.6 MG/ML Injectable Solution"
43824152,"OMOP733372","1 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] by Hameln","pressors","1 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] by Hameln"
43825430,"OMOP768635","5 ML Dopamine 40 MG/ML Injection [Dopamin Fresenius] Box of 10 by Fresenius","pressors","5 ML Dopamine 40 MG/ML Injection [Dopamin Fresenius] Box of 10 by Fresenius"
43825431,"OMOP768651","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 10","pressors","5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 10"
43826187,"OMOP785137","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10 by Claris","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10 by Claris"
43826188,"OMOP785156","10 ML Milrinone 1 MG/ML Injectable Solution Box of 5","pressors","10 ML Milrinone 1 MG/ML Injectable Solution Box of 5"
43826189,"OMOP785160","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] Box of 10","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] Box of 10"
43826679,"OMOP796552","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 20","pressors","20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 20"
43827629,"OMOP814766","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 5 by Hameln","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 5 by Hameln"
43827630,"OMOP814769","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 20","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 20"
43827631,"OMOP814778","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10"
43827632,"OMOP814782","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 2","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino] Box of 2"
