"concept_id","concept_code","concept_name","ccsr_cat_code","cluster"
45601513,"M67.461","Ganglion, right knee","MUS009","Tendon and synovial disorders"
45606295,"M67.462","Ganglion, left knee","MUS009","Tendon and synovial disorders"
45557957,"M67.469","Ganglion, unspecified knee","MUS009","Tendon and synovial disorders"
45572523,"M67.471","Ganglion, right ankle and foot","MUS009","Tendon and synovial disorders"
45601514,"M67.472","Ganglion, left ankle and foot","MUS009","Tendon and synovial disorders"
45533911,"M67.479","Ganglion, unspecified ankle and foot","MUS009","Tendon and synovial disorders"
45562806,"M67.48","Ganglion, other site","MUS009","Tendon and synovial disorders"
45548481,"M67.49","Ganglion, multiple sites","MUS009","Tendon and synovial disorders"
45601515,"M67.50","Plica syndrome, unspecified knee","MUS009","Tendon and synovial disorders"
45567629,"M67.51","Plica syndrome, right knee","MUS009","Tendon and synovial disorders"
45606296,"M67.52","Plica syndrome, left knee","MUS009","Tendon and synovial disorders"
45601516,"M67.80","Other specified disorders of synovium and tendon, unspecified site","MUS009","Tendon and synovial disorders"
45587034,"M67.811","Other specified disorders of synovium, right shoulder","MUS009","Tendon and synovial disorders"
45553241,"M67.812","Other specified disorders of synovium, left shoulder","MUS009","Tendon and synovial disorders"
45553242,"M67.813","Other specified disorders of tendon, right shoulder","MUS009","Tendon and synovial disorders"
45596656,"M67.814","Other specified disorders of tendon, left shoulder","MUS009","Tendon and synovial disorders"
45533912,"M67.819","Other specified disorders of synovium and tendon, unspecified shoulder","MUS009","Tendon and synovial disorders"
45572524,"M67.821","Other specified disorders of synovium, right elbow","MUS009","Tendon and synovial disorders"
45553243,"M67.822","Other specified disorders of synovium, left elbow","MUS009","Tendon and synovial disorders"
45587035,"M67.823","Other specified disorders of tendon, right elbow","MUS009","Tendon and synovial disorders"
45533913,"M67.824","Other specified disorders of tendon, left elbow","MUS009","Tendon and synovial disorders"
45553244,"M67.829","Other specified disorders of synovium and tendon, unspecified elbow","MUS009","Tendon and synovial disorders"
45582226,"M67.831","Other specified disorders of synovium, right wrist","MUS009","Tendon and synovial disorders"
45538845,"M67.832","Other specified disorders of synovium, left wrist","MUS009","Tendon and synovial disorders"
45553245,"M67.833","Other specified disorders of tendon, right wrist","MUS009","Tendon and synovial disorders"
45538846,"M67.834","Other specified disorders of tendon, left wrist","MUS009","Tendon and synovial disorders"
45577329,"M67.839","Other specified disorders of synovium and tendon, unspecified wrist","MUS009","Tendon and synovial disorders"
45538847,"M67.841","Other specified disorders of synovium, right hand","MUS009","Tendon and synovial disorders"
45587036,"M67.842","Other specified disorders of synovium, left hand","MUS009","Tendon and synovial disorders"
45587037,"M67.843","Other specified disorders of tendon, right hand","MUS009","Tendon and synovial disorders"
45601517,"M67.844","Other specified disorders of tendon, left hand","MUS009","Tendon and synovial disorders"
45533914,"M67.849","Other specified disorders of synovium and tendon, unspecified hand","MUS009","Tendon and synovial disorders"
45596657,"M67.851","Other specified disorders of synovium, right hip","MUS009","Tendon and synovial disorders"
45596658,"M67.852","Other specified disorders of synovium, left hip","MUS009","Tendon and synovial disorders"
45533915,"M67.853","Other specified disorders of tendon, right hip","MUS009","Tendon and synovial disorders"
45548482,"M67.854","Other specified disorders of tendon, left hip","MUS009","Tendon and synovial disorders"
45562808,"M67.859","Other specified disorders of synovium and tendon, unspecified hip","MUS009","Tendon and synovial disorders"
45587038,"M67.861","Other specified disorders of synovium, right knee","MUS009","Tendon and synovial disorders"
45538848,"M67.862","Other specified disorders of synovium, left knee","MUS009","Tendon and synovial disorders"
45587039,"M67.863","Other specified disorders of tendon, right knee","MUS009","Tendon and synovial disorders"
45606297,"M67.864","Other specified disorders of tendon, left knee","MUS009","Tendon and synovial disorders"
45548483,"M67.869","Other specified disorders of synovium and tendon, unspecified knee","MUS009","Tendon and synovial disorders"
45557958,"M67.871","Other specified disorders of synovium, right ankle and foot","MUS009","Tendon and synovial disorders"
45587040,"M67.872","Other specified disorders of synovium, left ankle and foot","MUS009","Tendon and synovial disorders"
45601518,"M67.873","Other specified disorders of tendon, right ankle and foot","MUS009","Tendon and synovial disorders"
45553246,"M67.874","Other specified disorders of tendon, left ankle and foot","MUS009","Tendon and synovial disorders"
45606303,"M70.30","Other bursitis of elbow, unspecified elbow","MUS025","Other specified connective tissue disease"
45587042,"M70.31","Other bursitis of elbow, right elbow","MUS025","Other specified connective tissue disease"
45587043,"M70.32","Other bursitis of elbow, left elbow","MUS025","Other specified connective tissue disease"
45538849,"M70.40","Prepatellar bursitis, unspecified knee","MUS025","Other specified connective tissue disease"
45591921,"M70.41","Prepatellar bursitis, right knee","MUS025","Other specified connective tissue disease"
45577334,"M70.42","Prepatellar bursitis, left knee","MUS025","Other specified connective tissue disease"
45557962,"M70.50","Other bursitis of knee, unspecified knee","MUS025","Other specified connective tissue disease"
45533920,"M70.51","Other bursitis of knee, right knee","MUS025","Other specified connective tissue disease"
45553252,"M70.52","Other bursitis of knee, left knee","MUS025","Other specified connective tissue disease"
45543668,"M70.60","Trochanteric bursitis, unspecified hip","MUS025","Other specified connective tissue disease"
45567633,"M70.61","Trochanteric bursitis, right hip","MUS025","Other specified connective tissue disease"
45557963,"M70.62","Trochanteric bursitis, left hip","MUS025","Other specified connective tissue disease"
45587044,"M70.70","Other bursitis of hip, unspecified hip","MUS025","Other specified connective tissue disease"
45601520,"M70.71","Other bursitis of hip, right hip","MUS025","Other specified connective tissue disease"
45538850,"M70.72","Other bursitis of hip, left hip","MUS025","Other specified connective tissue disease"
45557964,"M70.80","Other soft tissue disorders related to use, overuse and pressure of unspecified site","MUS025","Other specified connective tissue disease"
45596661,"M70.811","Other soft tissue disorders related to use, overuse and pressure, right shoulder","MUS025","Other specified connective tissue disease"
45553253,"M70.812","Other soft tissue disorders related to use, overuse and pressure, left shoulder","MUS025","Other specified connective tissue disease"
45572526,"M70.819","Other soft tissue disorders related to use, overuse and pressure, unspecified shoulder","MUS025","Other specified connective tissue disease"
45557965,"M70.821","Other soft tissue disorders related to use, overuse and pressure, right upper arm","MUS025","Other specified connective tissue disease"
45562814,"M70.822","Other soft tissue disorders related to use, overuse and pressure, left upper arm","MUS025","Other specified connective tissue disease"
45572527,"M70.829","Other soft tissue disorders related to use, overuse and pressure, unspecified upper arms","MUS025","Other specified connective tissue disease"
45582229,"M70.831","Other soft tissue disorders related to use, overuse and pressure, right forearm","MUS025","Other specified connective tissue disease"
45553254,"M70.832","Other soft tissue disorders related to use, overuse and pressure, left forearm","MUS025","Other specified connective tissue disease"
45548487,"M70.839","Other soft tissue disorders related to use, overuse and pressure, unspecified forearm","MUS025","Other specified connective tissue disease"
45601521,"M70.841","Other soft tissue disorders related to use, overuse and pressure, right hand","MUS025","Other specified connective tissue disease"
45557966,"M70.842","Other soft tissue disorders related to use, overuse and pressure, left hand","MUS025","Other specified connective tissue disease"
45553255,"M70.849","Other soft tissue disorders related to use, overuse and pressure, unspecified hand","MUS025","Other specified connective tissue disease"
45572528,"M70.851","Other soft tissue disorders related to use, overuse and pressure, right thigh","MUS025","Other specified connective tissue disease"
45557967,"M70.852","Other soft tissue disorders related to use, overuse and pressure, left thigh","MUS025","Other specified connective tissue disease"
45572529,"M70.859","Other soft tissue disorders related to use, overuse and pressure, unspecified thigh","MUS025","Other specified connective tissue disease"
45533921,"M70.861","Other soft tissue disorders related to use, overuse and pressure, right lower leg","MUS025","Other specified connective tissue disease"
45596662,"M70.862","Other soft tissue disorders related to use, overuse and pressure, left lower leg","MUS025","Other specified connective tissue disease"
45562815,"M70.869","Other soft tissue disorders related to use, overuse and pressure, unspecified leg","MUS025","Other specified connective tissue disease"
45596663,"M70.871","Other soft tissue disorders related to use, overuse and pressure, right ankle and foot","MUS025","Other specified connective tissue disease"
45577335,"M70.872","Other soft tissue disorders related to use, overuse and pressure, left ankle and foot","MUS025","Other specified connective tissue disease"
45538851,"M70.879","Other soft tissue disorders related to use, overuse and pressure, unspecified ankle and foot","MUS025","Other specified connective tissue disease"
45533922,"M70.88","Other soft tissue disorders related to use, overuse and pressure other site","MUS025","Other specified connective tissue disease"
45606306,"M70.89","Other soft tissue disorders related to use, overuse and pressure multiple sites","MUS025","Other specified connective tissue disease"
45557975,"M71.20","Synovial cyst of popliteal space [Baker], unspecified knee","MUS009","Tendon and synovial disorders"
45557976,"M71.21","Synovial cyst of popliteal space [Baker], right knee","MUS009","Tendon and synovial disorders"
45567641,"M71.22","Synovial cyst of popliteal space [Baker], left knee","MUS009","Tendon and synovial disorders"
45577343,"M71.50","Other bursitis, not elsewhere classified, unspecified site","MUS025","Other specified connective tissue disease"
45567645,"M71.521","Other bursitis, not elsewhere classified, right elbow","MUS025","Other specified connective tissue disease"
45601529,"M71.522","Other bursitis, not elsewhere classified, left elbow","MUS025","Other specified connective tissue disease"
45538858,"M71.529","Other bursitis, not elsewhere classified, unspecified elbow","MUS025","Other specified connective tissue disease"
45572535,"M71.531","Other bursitis, not elsewhere classified, right wrist","MUS025","Other specified connective tissue disease"
45543678,"M71.532","Other bursitis, not elsewhere classified, left wrist","MUS025","Other specified connective tissue disease"
45591927,"M71.539","Other bursitis, not elsewhere classified, unspecified wrist","MUS025","Other specified connective tissue disease"
